unique_id|competitor_name|extraction_date|product_name|brand|brand_type|grammage_quantity|grammage_unit|producthierarchy_level1|producthierarchy_level2|producthierarchy_level3|producthierarchy_level4|producthierarchy_level5|regular_price|selling_price|price_was|promotion_price|promotion_valid_from|promotion_valid_upto|promotion_type|percentage_discount|promotion_description|price_per_unit|currency|breadcrumb|pdp_url|fat_%|variants|product_description|instructions|storage_instructions|country_of_origin|allergens|nutritional_score|organictype|file_name_1|image_url_1|file_name_2|image_url_2|file_name_3|image_url_3|file_name_4|image_url_4|file_name_5|image_url_5|file_name_6|image_url_6|upc|ingredients|servings_per_pack
23614|dirk|2025-03-27|Arla Biologisch karnemelk|Arla||1|liter|Home|Boodschappen|Zuivel & kaas|Melk & karnemelk|Arla biologisch karnemelk|1.55|1.55||||||||||Home>Boodschappen>Zuivel & kaas>Melk & karnemelk>Arla biologisch karnemelk|https://www.dirk.nl/boodschappen/zuivel-kaas/melk-karnemelk/arla%20biologisch%20karnemelk/23614|||Biologische karnemelk|Schudden voor gebruik.|Ten minste houdbaar tot: zie datum bovenzijde. Gekoeld bewaren (max. 7°C).||Bevat Melk(eiwit)||Organic|23614_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/162036_1_377539_638690874253650515.png||||||||||||Ingrediënten: Bevat koemelkeiwit en lactose.|
23615|dirk|2025-03-27|Arla Biologisch volle melk|Arla||1|liter|Home|Boodschappen|Zuivel & kaas|Melk & karnemelk|Arla biologisch volle melk|1.89|1.89||||||||||Home>Boodschappen>Zuivel & kaas>Melk & karnemelk>Arla biologisch volle melk|https://www.dirk.nl/boodschappen/zuivel-kaas/melk-karnemelk/arla%20biologisch%20volle%20melk/23615|||Biologische volle melk, hooggepasteuriseerd||Ten minste houdbaar tot: zie datum bovenzijde. Gekoeld bewaren (max. 7°C).||Bevat Melk(eiwit)||Organic|23615_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/162037_1_377541_638215614168567393.png||||||||||||Ingrediënten: Bevat koemelkeiwit en lactose.|
23616|dirk|2025-03-27|Arla Biologische halfvolle melk|Arla||1|liter|Home|Boodschappen|Zuivel & kaas|Melk & karnemelk|Arla biologische halfvolle melk|1.72|1.72||||||||||Home>Boodschappen>Zuivel & kaas>Melk & karnemelk>Arla biologische halfvolle melk|https://www.dirk.nl/boodschappen/zuivel-kaas/melk-karnemelk/arla%20biologische%20halfvolle%20melk/23616|||Biologische halfvolle melk, hooggepasteuriseerd||Ten minste houdbaar tot: zie datum bovenzijde. Gekoeld bewaren (max. 7°C).||Bevat Melk(eiwit)||Organic|23616_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/221247_1_377542_638780808350753492.png||||||||||||Ingrediënten: Bevat koeMELKeiwit en lactose.|
44838|dirk|2025-03-27|Bio+ Biologische houdbare volle melk|Bio+||1|liter|Home|Boodschappen|Zuivel & kaas|Biologisch zuivel & kaas|Bio+ biologische houdbare volle melk|1.32|1.32||||||||||Home>Boodschappen>Zuivel & kaas>Biologisch zuivel & kaas>Bio+ biologische houdbare volle melk|https://www.dirk.nl/boodschappen/zuivel-kaas/biologisch-zuivel-kaas/bio%2b%20biologische%20houdbare%20volle%20melk/44838|||Biologische volle melk UHT|Vaak goed na deze datum. Kijk. ruik en proef.|Lang houdbaar buiten de koeling, mits ongeopend. Na openen gekoeld bewaren (max. 7°C) en beperkt houdbaar.||Bevat Melk(eiwit), Bevat Lactose||Organic|44838_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/210855_1_398721_638718564520572022.png||||||||||||Ingrediënten :volle MELK*. *van biologische oorsprong.|
53017|dirk|2025-03-27|Arla Biologisch volle yoghurt|Arla||1|liter|Home|Boodschappen|Zuivel & kaas|Yoghurt, kwark & pap|Arla biologisch volle yoghurt|1.89|1.89||||||||||Home>Boodschappen>Zuivel & kaas>Yoghurt, kwark & pap>Arla biologisch volle yoghurt|https://www.dirk.nl/boodschappen/zuivel-kaas/yoghurt-kwark-pap/arla%20biologisch%20volle%20yoghurt/53017|||Biologische volle yoghurt||Ten minste houdbaar tot: zie datum bovenzijde. Gekoeld bewaren (max. 7°C).||Vrij van Gluten, Vrij van Schaaldieren, Vrij van Ei, Vrij van Vis, Vrij van Pinda's, Vrij van Soja, Bevat Melk(eiwit), Vrij van Noten, Vrij van Selderij, Vrij van Mosterd, Vrij van Sesam(zaad), Vrij van Zwaveldioxide en sulfieten, Vrij van Lupine, Vrij van Weekdieren, Vrij van Schelpdieren||Organic|53017_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/162043_1_405231_638215614205855275.png||||||||||||Ingrediënten: Bevat koemelkeiwit en lactose.|
61942|dirk|2025-03-27|Bio+ Biologische rijstdrink ongezoet plantaardig|Bio+||1|liter|Home|Boodschappen|Zuivel & kaas|Lactosevrije zuivel|Bio+ biologische rijstdrink ongezoet plantaardig|1.75|1.75||||||||||Home>Boodschappen>Zuivel & kaas>Lactosevrije zuivel>Bio+ biologische rijstdrink ongezoet plantaardig|https://www.dirk.nl/boodschappen/zuivel-kaas/lactosevrije-zuivel/bio%2b%20biologische%20rijstdrink%20ongezoet%20plantaardig/61942|||Biologische rijstdrink, UHT.|Schudden voor gebruik. Gebruiksaanwijzing: Schudden voor gebruik.|Lang houdbaar buiten de koeling, mits ongeopend. Na openen gekoeld bewaren (max. 7°C) en beperkt houdbaar.||||Organic|61942_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/179421_1_413202_638406498514469083.png||||||||||||Ingrediënten :Water, 13% rijst*, zonnebloemolie*, zeezout. *van biologische oorsprong|
63290|dirk|2025-03-27|Oatly Haverdrank bio plantaardig|Oatly||1|liter|Home|Boodschappen|Zuivel & kaas|Lactosevrije zuivel|Oatly haverdrank bio plantaardig|2.59|2.59||||||||||Home>Boodschappen>Zuivel & kaas>Lactosevrije zuivel>Oatly haverdrank bio plantaardig|https://www.dirk.nl/boodschappen/zuivel-kaas/lactosevrije-zuivel/oatly%20haverdrank%20bio%20plantaardig/63290|||Biologische haverdrank.|Shake me!_x000D_ _x000D_ Goed schudden.|Ten minste houdbaar tot: Zie bovenkant verpakking. Na openen 5 dagen houdbaar in de koelkast (+8 ° C).||Bevat Gluten, Vrij van Melk(eiwit), Vrij van Soja, Bevat Haver||Organic|63290_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/59133_1_408980_637856410935928876.png||||||||||||Ingrediënten: Water, HAVER* 10%, zeezout, *Van biologische landbouw._x000D_|
67617|dirk|2025-03-27|Arla Biologisch halfvolle yoghurt vanille|Arla||1|liter|Home|Boodschappen|Zuivel & kaas|Yoghurt, kwark & pap|Arla biologisch halfvolle yoghurt vanille|2.29|2.29||||||||||Home>Boodschappen>Zuivel & kaas>Yoghurt, kwark & pap>Arla biologisch halfvolle yoghurt vanille|https://www.dirk.nl/boodschappen/zuivel-kaas/yoghurt-kwark-pap/arla%20biologisch%20halfvolle%20yoghurt%20vanille/67617|||Biologische halfvolle yoghurt met suiker en vanille||Ten minste houdbaar tot: zie datum bovenzijde. Gekoeld bewaren (max. 7°C).||Bevat Melk(eiwit)||Organic|67617_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/162045_1_420994_638215614212952516.png||||||||||||92,6% biologische halfvolle YOGHURT, water, 5,7% biologische suiker, biologisch maïszetmeel, natuurlijk vanillearoma, biologisch citroensap, biologische gemalen geëxtraheerde vanillestokjes, vanille-extract|
71912|dirk|2025-03-27|Bio+ Yoghurt halfvol|Bio+||1|liter|Home|Boodschappen|Zuivel & kaas|Yoghurt, kwark & pap|Bio+ yoghurt halfvol|1.59|1.59||||||||||Home>Boodschappen>Zuivel & kaas>Yoghurt, kwark & pap>Bio+ yoghurt halfvol|https://www.dirk.nl/boodschappen/zuivel-kaas/yoghurt-kwark-pap/bio%2b%20yoghurt%20halfvol/71912|||Biologische halfvolle yoghurt|Schudden voor gebruik.|Gekoeld bewaren (max. 7°C).||Bevat Melk(eiwit), Bevat Lactose||Organic|71912_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/99326_1_427453_637781130697117845.png||||||||||||Ingrediënten :halfvolle yoghurt (MELK)*. *van biologische oorsprong.|
71969|dirk|2025-03-27|Bio+ Volle yoghurt|Bio+||1|liter|Home|Boodschappen|Zuivel & kaas|Yoghurt, kwark & pap|Bio+ volle yoghurt|1.49|1.49||||||||||Home>Boodschappen>Zuivel & kaas>Yoghurt, kwark & pap>Bio+ volle yoghurt|https://www.dirk.nl/boodschappen/zuivel-kaas/yoghurt-kwark-pap/bio%2b%20volle%20yoghurt/71969|||Biologische volle yoghurt|Schudden voor gebruik.|Gekoeld bewaren (max. 7°C).||Bevat Melk(eiwit), Bevat Lactose||Organic|71969_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/99327_1_427454_637781130704135363.png||||||||||||Ingrediënten :volle yoghurt (MELK)*. *van biologische oorsprong.|
72607|dirk|2025-03-27|Bio+ Houdbare melk halfvol 3 stuks|Bio+||600|ml|Home|Boodschappen|Zuivel & kaas|Biologisch zuivel & kaas|Bio+ houdbare melk halfvol 3 stuks|1.24|1.24||||||||||Home>Boodschappen>Zuivel & kaas>Biologisch zuivel & kaas>Bio+ houdbare melk halfvol 3 stuks|https://www.dirk.nl/boodschappen/zuivel-kaas/biologisch-zuivel-kaas/bio%2b%20houdbare%20melk%20halfvol%203%20stuks/72607|||Biologische halfvolle melk UHT|KOEL DRINKEN. GOED SCHUDDEN VOOR GEBRUIK.|Lang houdbaar buiten de koeling, mits ongeopend. Na openen gekoeld bewaren (max. 7°C) en beperkt houdbaar.||Bevat Melk(eiwit), Bevat Lactose||Organic|72607_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/182864_1_426872_638440311537847322.png||||||||||||Ingrediënten :halfvolle MELK*. *van biologische oorsprong.|
73890|dirk|2025-03-27|Bio+ Biologische amandeldrink ongezoet plantaardig|Bio+||1|liter|Home|Boodschappen|Zuivel & kaas|Lactosevrije zuivel|Bio+ biologische amandeldrink ongezoet plantaardig|1.35|1.35||||||||||Home>Boodschappen>Zuivel & kaas>Lactosevrije zuivel>Bio+ biologische amandeldrink ongezoet plantaardig|https://www.dirk.nl/boodschappen/zuivel-kaas/lactosevrije-zuivel/bio%2b%20biologische%20amandeldrink%20ongezoet%20plantaardig/73890|||Biologische amandeldrink, UHT|Schudden voor gebruik. Na openen gekoeld bewaren en binnen 4 dagen consumeren. Gebruiksaanwijzing: Schudden voor gebruik.|Lang houdbaar buiten de koeling, mits ongeopend. Na openen gekoeld bewaren (max. 7°C) en beperkt houdbaar.||Bevat Noten, Bevat Amandelen, Kan sporen bevatten van Hazelnoten||Organic|73890_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/179436_1_429620_638406498547467931.png||||||||||||Ingrediënten :Water, 4% AMANDEL*, zeezout, stabilisator: E418. *van biologische oorsprong Dit product kan sporen van andere NOTEN bevatten.|
75009|dirk|2025-03-27|Bio+ Biologische goudse jonge kaas plakken 50+|Bio+||190|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Bio+ biologische goudse jonge kaas plakken 50+|2.89|2.89||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Bio+ biologische goudse jonge kaas plakken 50+|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/bio%2b%20biologische%20goudse%20jonge%20kaas%20plakken%2050%2b/75009|||Biologische Goudse kaas 50+ jong||Na openen gekoeld bewaren (max. 7 °C) en beperkt houdbaar||Bevat Melk(eiwit), Bevat Lactose||Organic|75009_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/87147_1_431575_637885548888325881.png||||||||||||Ingrediënten :Gepasteuriseerde KOEMELK*, zout, zuursel, microbieel stremsel. *van biologische oorsprong|
86716|dirk|2025-03-27|Blue Band Halvarine|Blue Band||500|g|Home|Boodschappen|Zuivel & kaas|Boter & margarine|Blue band halvarine|2.05|0.99|0.99|0.99|2025-03-26|2025-04-01|||Geldig van dinsdag 25 maart t/m maandag 31 maart 2025|||Home>Boodschappen>Zuivel & kaas>Boter & margarine>Blue band halvarine|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/blue%20band%20halvarine/86716|||Halvarine is een product met 39% plantaardige oliën.||Bewaar tussen 2�\x84\x83 - 20�\x84\x83. Na openen gekoeld bewaren. Niet invriezen. Ten minste houdbaar tot: Zie deksel.||Vrij van Lactose||Non-Organic|86716_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/220251_1_447924_638773941678771601.png||||||||||||Water, plantaardige oliën (zonnebloem, koolzaad, lijnzaad), kokosvet, gemodificeerd zetmeel, zout (0,3%), emulgatoren (mono- en diglyceriden van vetzuren, lecithine, voedingszuur (citroenzuur), natuurlijke aroma's, vitamines (A, B1, B2, B6, foliumzuur, B12, D, E)|
86717|dirk|2025-03-27|Blue Band Goede start|Blue Band||500|g|Home|Boodschappen|Zuivel & kaas|Boter & margarine|Blue band goede start|1.85|0.99|0.99|0.99|2025-03-26|2025-04-01|||Geldig van dinsdag 25 maart t/m maandag 31 maart 2025|||Home>Boodschappen>Zuivel & kaas>Boter & margarine>Blue band goede start|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/blue%20band%20goede%20start/86717|||Halvarineproduct met 39% plantaardige oliën.|Uitsluitend voor tafelgebruik.|Bewaar tussen 2° - 20°C. Na openen gekoeld bewaren. Niet invriezen. Ten minste houdbaar tot: zie deksel.||||Non-Organic|86717_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/155737_1_447925_638169012074329920.png||||||||||||Ingrediënten: water, 39% plantaardige oliën (zonnebloem, koolzaad, kokos, lijnzaad), calciumzouten, gemodificeerd zetmeel, zout (0,3%), emulgatoren (mono- en diglyceriden van vetzuren), voedingszuur (citroenzuur), natuurlijke aroma's, vitamine A, B1, B2, B6, foliumzuur, B12, D en E.|
2073|dirk|2025-03-27|Campina Botergoud roomboter voor bakken & braden|Campina||200|g|Home|Boodschappen|Zuivel & kaas|Boter & margarine|Campina botergoud roomboter voor bakken & braden|3.59|3.59||||||||||Home>Boodschappen>Zuivel & kaas>Boter & margarine>Campina botergoud roomboter voor bakken & braden|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/campina%20botergoud%20roomboter%20voor%20bakken%20%26%20braden/2073|||Gezouten boter 81% vet.||Gekoeld bewaren max. 7 °C. Ten minste houdbaar tot: zie zijkant.||Bevat Melk(eiwit)||Non-Organic|2073_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/7755_1_208855_638180118652439978.png|2073_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/7756_1_208855_638180118663867214.png||||||||||Ingrediënten: ROOMBOTER, zout (0,6%)|
47936|dirk|2025-03-27|Croma Vloeibaar|Croma||750|ml|Home|Boodschappen|Zuivel & kaas|Boter & margarine|Croma vloeibaar|3.95|3.95||||||||||Home>Boodschappen>Zuivel & kaas>Boter & margarine>Croma vloeibaar|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/croma%20vloeibaar/47936|||Bak- en braadproduct met 98% plantaardige oliën en vetten.||Koel bewaren. Ten minste houdbaar tot:||Bevat Melk(eiwit), Bevat Soja||Non-Organic|47936_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/183197_1_401389_638441013368645757.png||||||||||||Plantaardige oliën (koolzaad, zonnebloem, volledig geharde koolzaad), zout 1,1%, droge MELKBESTANDDELEN, emulgator (SOJALECITHINE), smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, natriuminosinaat), natuurlijke aroma's, vitamine A en D|
49211|dirk|2025-03-27|Croma Vloeibaar|Croma||450|ml|Home|Boodschappen|Zuivel & kaas|Boter & margarine|Croma vloeibaar|3.29|3.29||||||||||Home>Boodschappen>Zuivel & kaas>Boter & margarine>Croma vloeibaar|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/croma%20vloeibaar/49211|||Bak en braad product 98% oliën en vetten|Croma bevat geen water en is dus snel op temperatuur. Blijf er eventjes bij. Zodra Croma begint te bruinen, kan het vlees in de pan. Croma Baktips • Laat het vlees op kamer temperatuur komen voor je het gaat bakken, zo is het verschil met een hete pan minder groot en blijft het malser. Haal het vlees ongeveer 30 minuten voor bereiding uit de koelkast. • Dep het vlees droog voor je het gaat bakken. • Zorg ervoor dat je tijdens het bakken niet met een vork in het vlees prikt. Anders gaan alle lekkere sappen verloren en wordt het vlees droger. • Laat het vlees een paar minuten rusten na het bakken onder aluminiumfolie. Zo blijft het lekker mals. Voor de lekkerste vlees en kip recepten kijk je op croma.nl Croma bevat geen water en is dus snel op temperatuur. Blijf er eventjes bij. Zodra Croma begint te bruinen, kan het vlees in de pan. Laat het vlees op kamertemperatuur komen voor je het gaat bakken, zo is het verschil met een hete pan minder groot en blijft het malser. Haal het vlees ongeveer 30 minuten voor bereiding uit de koelkast. Dep het vlees droog voor je het gaat bakken. Zorg ervoor dat je tijdens het bakken niet met een vork in het vlees prikt. Anders gaan alle lekkere sappen verloren en wordt het vlees droger. Laat het vlees een paar minuten rusten na het bakken onder aluminiumfolie. Zo blijft het vlees lekker mals.|Koel bewaren. Ten minste houdbaar tot: zie verpakking.||Bevat Melk(eiwit), Bevat Soja||Non-Organic|49211_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/175209_1_401430_638350302557912146.png||||||||||||Ingrediënten: Plantaardige oliën (koolzaad, zonnebloem, volledig geharde koolzaad), zout (1,1%), droge MELKBESTANDDELEN, emulgator (SOJALECITHINE), smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, natriuminosinaat), natuurlijke aroma's, vitamine A en D|
49212|dirk|2025-03-27|Croma Olijfolie vloeibaar|Croma||450|ml|Home|Boodschappen|Zuivel & kaas|Boter & margarine|Croma olijfolie vloeibaar|4.15|4.15||||||||||Home>Boodschappen>Zuivel & kaas>Boter & margarine>Croma olijfolie vloeibaar|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/croma%20olijfolie%20vloeibaar/49212|||Mild met olijfolie||Koel bewaren Tenminste houdbaar tot:||Bevat Melk(eiwit), Bevat Soja||Non-Organic|49212_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/172345_1_401432_638315910403833684.png||||||||||||Plantaardige oliën, koolzaad, olijf (10%, bestaande uit geraffineerde olijfoliën en olijfoliën van eerste persing), zonnebloem, volledig geharde koolzaad (in wisselende verhoudingen), zout 0,8%, droge MELKBESTANDDELEN, emulgator (SOJALECITHINE), smaakversterkers (mononatriumglutamaat, dinatrium guanylaat, natriuminosinaat), natuurlijke aroma's, vitamine A en D|
49521|dirk|2025-03-27|Croma Smeltjus|Croma||250|g|Home|Boodschappen|Zuivel & kaas|Boter & margarine|Croma smeltjus|2.09|2.09||||||||||Home>Boodschappen>Zuivel & kaas>Boter & margarine>Croma smeltjus|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/croma%20smeltjus/49521|||Juspasta - goed voor 0,6 L jus|• 100g Smeltjus al roerend smelten op een laag vuur. • Geleidelijk 1,5 dl water onder voortdurend roeren toevoegen. • Even laten pruttelen en de jus is klaar. Belangrijk: niet in Smeltjus bakken en braden. De smaak van Smeltjus komt het best tot zijn recht wanneer u Smeltjus niet vermengt met andere jus.|Gekoeld bewaren (2°C-7°C). Ten minste houdbaar tot: zie zijkant.||Bevat Melk(eiwit), Bevat Soja||Non-Organic|49521_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/25260_1_401433_637971508010876272.png||||||||||||Ingrediënten: Plantaardige oliën (palm, koolzaad, zonnebloem, volledig geharde palm; in wisselende verhoudingen), water, zout 3,1%, aroma's, smaakversterker E621, kleurstoffen E150c en E160a, emulgatoren E322 (bevat SOJA) en E471, droge MELKBESTANDDELEN, vleesextract 0,02%, kruiden|
54546|dirk|2025-03-27|Blue Band Vloeibaar|Blue Band||750|ml|Home|Boodschappen|Zuivel & kaas|Boter & margarine|Blue band vloeibaar|2.95|2.95||||||||||Home>Boodschappen>Zuivel & kaas>Boter & margarine>Blue band vloeibaar|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/blue%20band%20vloeibaar/54546|||Vloeibaar product voor koken, bakken en roerbakken met 82% plantaardige oliën.|Voor bakken / roerbakken van groenten, vlees, vis of aardappelen. De ideale baktemperatuur is bereikt wanneer de grote belletjes beginnen te verdwijnen. Afmaken van groenten en sauzen. Cake bakken Gebruik 110 ml in plaats van 100 gram vaste margarine. Of weeg 100 gram af in een weegschaal. Meer recepten op www.blueband.com Schudden voor gebruik.|Ten minste houdbaar tot: zie verpakking. Koel bewaren (2-20ºC).||Bevat Soja, Vrij van Lactose||Non-Organic|54546_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/154331_1_406958_638143164648924199.png||||||||||||Ingrediënten: Plantaardige oliën 82% (koolzaad 67%, zonnebloem, geheel geharde koolzaad), water, zout 1,5%, emulgatoren (zonnebloemlecithine, SOJALECITHINE), natuurlijke aroma's, voedingszuur (citroenzuur), vitamines A en D, kleurstof (caroteen)|
59391|dirk|2025-03-27|Becel Vlees & jus vloeibaar|Becel||750|ml|Home|Boodschappen|Zuivel & kaas|Boter & margarine|Becel vlees & jus vloeibaar|4.15|4.15||||||||||Home>Boodschappen>Zuivel & kaas>Boter & margarine>Becel vlees & jus vloeibaar|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/becel%20vlees%20%26%20jus%20vloeibaar/59391|||Vloeibaar product met 98% plantaardige oliën.|Schudden voor gebruik.|Koel bewaren. Ten minste houdbaar tot: zie verpakking.||Bevat Melk(eiwit), Bevat Soja||Non-Organic|59391_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/46614_1_411200_638052409073227918.png||||||||||||Ingrediënten: Plantaardige oliën 97%* (zonnebloem (57%), koolzaad (31%), lijnzaad (7,6%), geheel geharde koolzaad 1,9%)), droge MELKBESTANDDELEN*, smaakversterkers (calciumglutamaat, dinatriumguanylaat, natriuminosinaat), emulgator* (SOJALECITHINE), kaliumfosfaat, kaliumchloride*, aroma's (bevatten MELK), magere MELKPOEDER*, vitamines A en D, *Vol met ingrediënten van natuurlijke oorsprong.|
59521|dirk|2025-03-27|Becel Koken bakken & braden vloeibaar|Becel||750|ml|Home|Boodschappen|Zuivel & kaas|Boter & margarine|Becel koken bakken & braden vloeibaar|4.09|4.09||||||||||Home>Boodschappen>Zuivel & kaas>Boter & margarine>Becel koken bakken & braden vloeibaar|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/becel%20koken%20bakken%20%26%20braden%20vloeibaar/59521|||Vloeibaar product met 78% plantaardige oliën.||Koel bewaren, maximaal 20�\x84\x83. Na openen, gekoeld bewaren. Ten minste houdbaar tot:||Bevat Soja||Non-Organic|59521_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/46615_1_411201_638052409093444038.png||||||||||||Plantaardige oliën 78% (koolzaad 71%, zonnebloem 4%, volledig geharde koolzaad, lijnzaad 1%), water, kaliumchloride, emulgatoren (zonnebloemlecithine, SOJALECITHINE), voedingszuur (citroenzuur), vitamine A en D, natuurlijk aroma, kleurstof (caroteen)|
60912|dirk|2025-03-27|1 de Beste Culinair bewust vloeibaar|1 de Beste||500|ml|Home|Boodschappen|Zuivel & kaas|Boter & margarine|1 de beste culinair bewust vloeibaar|1.85|1.85||||||||||Home>Boodschappen>Zuivel & kaas>Boter & margarine>1 de beste culinair bewust vloeibaar|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/1%20de%20beste%20culinair%20bewust%20vloeibaar/60912|||Vloeibaar product met 82% vet Deze vloeibare culinaire olie van 1 de Beste is perfect voor lichte, bewuste gerechten. Handig in een 500-ml verpakking en altijd voordelig bij Dirk voor de beste smaak in de keuken.|Schudden voor gebruik|Na openen gekoeld bewaren (max. 7°C). oud|||C|Non-Organic|60912_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/117072_1_414270_638276167765738437.png||||||||||||Ingrediënten :plantaardige oliën (raapzaad, 35% zonnebloem, geheel geharde raapzaad), water, kaliumchloride, emulgator: E471/E322, voedingszuur: citroenzuur, natuurlijk aroma, kleurstof: carotenen, vitamine A, vitamine D3. Totaal vetgehalte: 82%|
63845|dirk|2025-03-27|Bertolli Vloeibaar|Bertolli||500|ml|Home|Boodschappen|Zuivel & kaas|Boter & margarine|Bertolli vloeibaar|3.55|3.55||||||||||Home>Boodschappen>Zuivel & kaas>Boter & margarine>Bertolli vloeibaar|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/bertolli%20vloeibaar/63845|||VLOEIBAAR PRODUCT MET 79% VET, WAARVAN 23% OLIJFOLIE.|Schudden voor gebruik. Let op: Bertolli vloeibaar wordt niet bruin in de pan. De ideale baktemperatuur is bereikt wanneer de grootste belletjes beginnen te verdwijnen. Te gebruiken voor: Bakken, braden, wokken. Overgieten van gerechten, afmaken van groenten en bereiden van sauzen. Invetten van bakvorm of ovenschaal.|Ten minste houdbaar tot: zie verpakking. Na openen gekoeld bewaren.||Bevat Soja||Non-Organic|63845_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/219129_1_416870_638767794420739341.png||||||||||||Ingrediënten: Plantaardige oliën 78% (raapzaad, olijf 6% (bestaande uit geraffineerde olijfolie en olijfolie van de eerste persing), zonnebloem, geheel geharde raapzaad, lijnzaad), water, kaliumchloride, emulgatoren (zonnebloemlecithine, SOJALECITHINE), voedingszuur (citroenzuur), natuurlijk aroma, kleurstof (caroteen), vitamine A en D.|
67678|dirk|2025-03-27|Becel Koken bakken & braden vloeibaar|Becel||500|ml|Home|Boodschappen|Zuivel & kaas|Boter & margarine|Becel koken bakken & braden vloeibaar|3.05|3.05||||||||||Home>Boodschappen>Zuivel & kaas>Boter & margarine>Becel koken bakken & braden vloeibaar|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/becel%20koken%20bakken%20%26%20braden%20vloeibaar/67678|||Vloeibaar product met 78% plantaardige oliën.||Na openen, gekoeld bewaren. Koel bewaren, maximaal 20�\x84\x83. Ten minste houdbaar tot:||Bevat Soja||Non-Organic|67678_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/134393_1_420664_638052391053612455.png||||||||||||Plantaardige oliën 78% (koolzaad (71%), zonnebloem (1%), geheel geharde koolzaad, lijnzaad (1%)), water, kaliumchloride, emulgatoren (zonnebloemlecithine, SOJALECITHINE), voedingszuur (citroenzuur), vitamine A en D, natuurlijk aroma, kleurstof (caroteen)|
81683|dirk|2025-03-27|Croma Bak & braad|Croma||250|g|Home|Boodschappen|Zuivel & kaas|Boter & margarine|Croma bak & braad|1.99|1.99||||||||||Home>Boodschappen>Zuivel & kaas>Boter & margarine>Croma bak & braad|https://www.dirk.nl/boodschappen/zuivel-kaas/boter-margarine/croma%20bak%20%26%20braad/81683|||Bak en braad product bevat 98% plantaardige oliën en vetten.|Croma bevat geen water en is dus snel op temperatuur. Blijf er eventjes bij. Zodra Croma begint te bruinen, kan het vlees in de pan.|Ten minste houdbaar tot: zie zijkant. Koel bewaren (2° - 7°)||Bevat Melk(eiwit), Bevat Soja||Non-Organic|81683_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/196463_1_442033_638580135484369395.png||||||||||||Ingrediënten: plantaardige oliën (palm, koolzaad, zonnebloem, in wisselende verhoudingen), zout (1,2%), weipoeder (MELK), emulgator (SOJA lecithine), smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, dinatriuminosinaat), magere MELKPOEDER, natuurlijke aroma's, vitamine A en D.|
