unique_id|competitor_name|extraction_date|product_name|brand|brand_type|grammage_quantity|grammage_unit|producthierarchy_level1|producthierarchy_level2|producthierarchy_level3|producthierarchy_level4|producthierarchy_level5|regular_price|selling_price|price_was|promotion_price|promotion_valid_from|promotion_valid_upto|promotion_type|percentage_discount|promotion_description|price_per_unit|currency|breadcrumb|pdp_url|fat_%|variants|product_description|instructions|storage_instructions|country_of_origin|allergens|nutritional_score|organictype|file_name_1|image_url_1|file_name_2|image_url_2|file_name_3|image_url_3|file_name_4|image_url_4|file_name_5|image_url_5|file_name_6|image_url_6|upc|ingredients|servings_per_pack
115212|dirk|2025-03-27|Beemster Kaas extra belegen 48+ plakken|Beemster||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Beemster kaas extra belegen 48+ plakken|3.29|3.29||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Beemster kaas extra belegen 48+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/beemster%20kaas%20extra%20belegen%2048%2b%20plakken/115212|||Extra Belegen 48+ kaas||Koel bewaren (max 7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit), Vrij van Lactose||Non-Organic|115212_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/214906_1_475793_638778846815092783.png||||||||||||Ingrediënten: KOEMELK (gepasteuriseerd), zout, zuursel, vegetarisch stremsel, natuurlijke kleurstof annatto (E160b(ii)). Op natuurlijke wijze lactosevrij (<0,1%).|
48591|dirk|2025-03-27|Uniekaas Jong belegen plakken 48+|Uniekaas||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Uniekaas jong belegen plakken 48+|2.69|2.69||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Uniekaas jong belegen plakken 48+|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/uniekaas%20jong%20belegen%20plakken%2048%2b/48591|||Goudse kaas 48+ jong belegen||Gekoeld bewaren, max 7°C. Na openen beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|48591_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/158067_1_402395_638179435474768168.png||||||||||||Ingrediënten: Gepasteuriseerde KOEMELK, zout, zuursel, stremsel.|
48833|dirk|2025-03-27|Uniekaas Jong belegen plakken 48+|Uniekaas||250|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Uniekaas jong belegen plakken 48+|3.99|3.99||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Uniekaas jong belegen plakken 48+|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/uniekaas%20jong%20belegen%20plakken%2048%2b/48833|||Goudse kaas 48+ jong belegen||Gekoeld bewaren, max 7°C. Na openen beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|48833_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/158125_1_402403_638168328098542387.png||||||||||||Ingrediënten: Gepasteuriseerde KOEMELK, zout, zuursel, stremsel.|
83016|dirk|2025-03-27|1 de Beste Jong belegen 48+ plakken|1 de Beste||190|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|1 de beste jong belegen 48+ plakken|2.25|2.25||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>1 de beste jong belegen 48+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/1%20de%20beste%20jong%20belegen%2048%2b%20plakken/83016|||Gouda kaas jong belegen 48+ Deze jong belegen kaasplakken van 1 de Beste zijn mild en zacht, perfect voor op brood of als tussendoortje. Geschikt voor jong en oud. Bij Dirk haal je de lekkerste kazen voor de voordeligste prijs.||Bewaaradvies: Gekoeld bewaren (max.7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit)|D|Non-Organic|83016_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/210338_1_443934_638706507531957266.png||||||||||||Ingrediënten: MELK, zout, zuursel, microbieel stremsel, conserveermiddel: natriumnitraat, kleurstof: carotenen.|
83017|dirk|2025-03-27|1 de Beste Jong belegen 48+ plakken|1 de Beste||400|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|1 de beste jong belegen 48+ plakken|3.79|3.79||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>1 de beste jong belegen 48+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/1%20de%20beste%20jong%20belegen%2048%2b%20plakken/83017|||Gouda kaas jong belegen 48+ Een ruime hoeveelheid jong belegen kaasplakken van 1 de Beste, ideaal voor gezinnen. De milde smaak past bij allerlei gerechten. Bij Dirk vind je deze favoriet altijd voor de beste prijs.||Bewaaradvies: Gekoeld bewaren (max.7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit)|D|Non-Organic|83017_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/207584_1_443935_638687317142237416.png||||||||||||Ingrediënten: MELK, zout, zuursel, microbieel stremsel, conserveermiddel: natriumnitraat, kleurstof: carotenen.|
111413|dirk|2025-03-27|Maaslander Jong belegen 50+ plakken|Maaslander||145|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Maaslander jong belegen 50+ plakken|2.85|2.85||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Maaslander jong belegen 50+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/maaslander%20jong%20belegen%2050%2b%20plakken/111413|||Jong Belegen 50+ Plakken. Kaas 50+ Jong Belegen.||Ten minste houdbaar tot: Gekoeld bewaren, max. 7°C. Na opening beperkt houdbaar.||Vrij van Lactose, Bevat Melk(eiwit)||Non-Organic|111413_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/204616_1_470862_638660586711355381.png||||||||||||MELK (gepasteuriseerd) zout, zuursel (bevat MELK), microbieel stremsel, conserveermiddel (E251), kleurstof (carotenen)|
115210|dirk|2025-03-27|Beemster Jong belegen kaas 48+ plakken|Beemster||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Beemster jong belegen kaas 48+ plakken|2.99|2.99||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Beemster jong belegen kaas 48+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/beemster%20jong%20belegen%20kaas%2048%2b%20plakken/115210|||Jong Belegen 48+ kaas||Koel bewaren (max 7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit), Vrij van Lactose||Non-Organic|115210_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/214904_1_475791_638774547774361592.png||||||||||||Ingrediënten: KOEMELK (gepasteuriseerd), zout, zuursel, vegetarisch stremsel, natuurlijke kleurstof annatto (E160b(ii)).|
115220|dirk|2025-03-27|Beemster Kaas jong belegen 48+ plakken voordeelpak|Beemster||250|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Beemster kaas jong belegen 48+ plakken voordeelpak|4.65|4.65||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Beemster kaas jong belegen 48+ plakken voordeelpak|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/beemster%20kaas%20jong%20belegen%2048%2b%20plakken%20voordeelpak/115220|||Jong Belegen 48+ kaas||Koel bewaren (max 7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit), Vrij van Lactose||Non-Organic|115220_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/214912_1_475801_638778846782198836.png||||||||||||Ingrediënten: KOEMELK (gepasteuriseerd), zout, zuursel, vegetarisch stremsel, natuurlijke kleurstof annatto (E160b(ii)).|
48619|dirk|2025-03-27|Uniekaas Jonge kaas plakken 48+|Uniekaas||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Uniekaas jonge kaas plakken 48+|2.59|2.59||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Uniekaas jonge kaas plakken 48+|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/uniekaas%20jonge%20kaas%20plakken%2048%2b/48619|||Goudse kaas 48+ jong||Gekoeld bewaren, max 7°C. Na openen beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|48619_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/158069_1_402397_638179435495304457.png||||||||||||Ingrediënten: Gepasteuriseerde KOEMELK, zout, zuursel, stremsel.|
48698|dirk|2025-03-27|Uniekaas Jonge kaas plakken 48+|Uniekaas||250|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Uniekaas jonge kaas plakken 48+|3.79|3.79||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Uniekaas jonge kaas plakken 48+|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/uniekaas%20jonge%20kaas%20plakken%2048%2b/48698|||Goudse kaas 48+ jong||Gekoeld bewaren, max 7°C. Na openen beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|48698_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/158124_1_402392_638168328090997061.png||||||||||||Ingrediënten: Gepasteuriseerde KOEMELK, zout, zuursel, stremsel.|
83013|dirk|2025-03-27|1 de Beste Jong 48+ plakken|1 de Beste||190|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|1 de beste jong 48+ plakken|2.25|2.25||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>1 de beste jong 48+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/1%20de%20beste%20jong%2048%2b%20plakken/83013|||Gouda kaas jong 48+ Jonge kaasplakken van 1 de Beste zijn mild en zacht, een fijne keuze voor op brood of in een tosti. Deze kleinere verpakking is handig voor kleine huishoudens. Bij Dirk geniet je van kwaliteit voor de laagste prijs.||Bewaaradvies: Gekoeld bewaren (max.7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit)|D|Non-Organic|83013_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/210336_1_443931_638706507532817340.png||||||||||||Ingrediënten: MELK, zout, zuursel, microbieel stremsel, conserveermiddel: natriumnitraat, kleurstof: carotenen.|
83015|dirk|2025-03-27|1 de Beste Jong 48+ plakken|1 de Beste||400|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|1 de beste jong 48+ plakken|3.59|3.59||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>1 de beste jong 48+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/1%20de%20beste%20jong%2048%2b%20plakken/83015|||Gouda kaas jong 48+ Deze jong belegen kaasplakken van 1 de Beste zijn mild van smaak en veelzijdig te gebruiken, perfect voor het hele gezin. Ideaal voor op brood of in warme gerechten. Bij Dirk geniet je van deze favoriet voor de laagste prijs.||Bewaaradvies: Gekoeld bewaren (max.7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit)|D|Non-Organic|83015_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/204463_1_443933_638658936750999147.png||||||||||||Ingrediënten: MELK, zout, zuursel, microbieel stremsel, conserveermiddel: natriumnitraat, kleurstof: carotenen.|
87426|dirk|2025-03-27|Maaslander Jong 50+ plakken|Maaslander||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Maaslander jong 50+ plakken|2.75|2.75||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Maaslander jong 50+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/maaslander%20jong%2050%2b%20plakken/87426|||Kaas 50+ Jong.||Gekoeld bewaren, max. 7°C. Na opening beperkt houdbaar. Ten minste houdbaar tot: Kijk, ruik en proef na deze datum.||Vrij van Lactose, Bevat Melk(eiwit)||Non-Organic|87426_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/157054_1_447870_638173218952150929.png||||||||||||Ingrediënten:, MELK (gepasteuriseerd), zout, zuursel (bevat MELK), microbieel stremsel, conserveermiddel (E251), kleurstof (carotenen)|
115209|dirk|2025-03-27|Beemster Jonge kaas 48+ plakken|Beemster||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Beemster jonge kaas 48+ plakken|2.25|2.25||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Beemster jonge kaas 48+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/beemster%20jonge%20kaas%2048%2b%20plakken/115209|||Jong 48+ kaas||Koel bewaren (max 7�\x82°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit), Vrij van Lactose||Non-Organic|115209_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/213793_1_475790_638775591385581686.png||||||||||||Ingredi�«nten: KOEMELK (gepasteuriseerd), zout, zuursel, vegetarisch stremsel, natuurlijke kleurstof annatto (E160b(ii)).|
115219|dirk|2025-03-27|Beemster Kaas jong 48+ plakken voordeelpak|Beemster||250|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Beemster kaas jong 48+ plakken voordeelpak|4.49|4.49||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Beemster kaas jong 48+ plakken voordeelpak|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/beemster%20kaas%20jong%2048%2b%20plakken%20voordeelpak/115219|||Jong 48+ kaas||Koel bewaren (max 7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit), Vrij van Lactose||Non-Organic|115219_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/214911_1_475800_638774547834406783.png||||||||||||Ingrediënten: KOEMELK (gepasteuriseerd), zout, zuursel, vegetarisch stremsel, natuurlijke kleurstof annatto (E160b(ii)).|
34061|dirk|2025-03-27|Milner Oud plakken 30+|Milner||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Milner oud plakken 30+|3.79|3.79||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Milner oud plakken 30+|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/milner%20oud%20plakken%2030%2b/34061|||Oude kaas 30+ gemaakt van halfvolle melk.||Gekoeld bewaren (4-7°C). Ten minste houdbaar tot: zie verpakking.||Bevat Melk(eiwit)||Non-Organic|34061_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/195462_1_387976_638569776410446585.png||||||||||||Ingrediënten: Halfvolle MELK, zout, zuursel, vegetarisch stremsel, conserveermiddel: E251, kleurstof: bèta-caroteen|
67946|dirk|2025-03-27|Beemster Kaas belegen plakken 30+|Beemster||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Beemster kaas belegen plakken 30+|3.09|3.09||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Beemster kaas belegen plakken 30+|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/beemster%20kaas%20belegen%20plakken%2030%2b/67946|||Belegen 30+ kaas||Koel bewaren (max 7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit), Vrij van Lactose||Non-Organic|67946_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/155629_1_421992_638149212631859399.png||||||||||||Ingrediënten: KOEMELK (gepasteuriseerd), zout, zuursel, vegetarisch stremsel, natuurlijke kleurstof annatto (E160b(ii)). Op natuurlijke wijze lactosevrij (<0,1%).|
68032|dirk|2025-03-27|Beemster Kaas jong belegen plakken 30+|Beemster||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Beemster kaas jong belegen plakken 30+|2.99|2.99||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Beemster kaas jong belegen plakken 30+|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/beemster%20kaas%20jong%20belegen%20plakken%2030%2b/68032|||Jong Belegen 30+ kaas||Koel bewaren (max 7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit), Vrij van Lactose||Non-Organic|68032_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/155628_1_421991_638149212681408922.png||||||||||||Ingrediënten: KOEMELK (gepasteuriseerd), zout, zuursel, vegetarisch stremsel, natuurlijke kleurstof annatto (E160b(ii)). Op natuurlijke wijze lactosevrij (<0,1%).|
83010|dirk|2025-03-27|1 de Beste Jong 30+ plakken|1 de Beste||190|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|1 de beste jong 30+ plakken|2.25|2.25||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>1 de beste jong 30+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/1%20de%20beste%20jong%2030%2b%20plakken/83010|||Kaas 30+ jong Deze jonge 30+ kaasplakken van 1 de Beste zijn mild van smaak en ideaal als lichtere keuze voor dagelijks gebruik. Heerlijk op brood of als snack, met minder vet, maar volop smaak. Bij Dirk betaal je altijd de laagste prijs voor kwaliteit.||Bewaaradvies: gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit)|D|Non-Organic|83010_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/143121_1_443928_638070444304652384.png||||||||||||Ingrediënten: MELK, zout, zuursel, microbieel stremsel.|
83011|dirk|2025-03-27|1 de Beste Jong belegen 30+ plakken|1 de Beste||190|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|1 de beste jong belegen 30+ plakken|2.25|2.25||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>1 de beste jong belegen 30+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/1%20de%20beste%20jong%20belegen%2030%2b%20plakken/83011|||Kaas 30+ jong belegen Deze jong belegen kaasplakken van 1 de Beste hebben een milde smaak en zijn een lichtere keuze voor elke dag. Perfect op brood en eenvoudig in gebruik. Bij Dirk haal je deze kwaliteit voor de laagste prijs.||Bewaaradvies: gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit)|D|Non-Organic|83011_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/159130_1_443929_638180397794055317.png|83011_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/210334_1_443929_638706507621811070.png||||||||||Ingrediënten: MELK, zout, zuursel, microbieel stremsel.|
83012|dirk|2025-03-27|1 de Beste Belegen 30+ plakken|1 de Beste||190|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|1 de beste belegen 30+ plakken|2.69|2.69||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>1 de beste belegen 30+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/1%20de%20beste%20belegen%2030%2b%20plakken/83012|||Kaas 30+ belegen Belegen kaas in 30+ plakken van 1 de Beste is vol van smaak en een lichtere keuze, ideaal voor op brood of in een tosti. Handig en voordelig bij Dirk.||Bewaaradvies: gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit)|D|Non-Organic|83012_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/159134_1_443930_638180397813498148.png|83012_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/210335_1_443930_638706507537850047.png||||||||||Ingrediënten: MELK, zout, zuursel, microbieel stremsel.|
83014|dirk|2025-03-27|1 de Beste Komijn jong belegen 30+ plakken|1 de Beste||190|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|1 de beste komijn jong belegen 30+ plakken|2.65|2.65||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>1 de beste komijn jong belegen 30+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/1%20de%20beste%20komijn%20jong%20belegen%2030%2b%20plakken/83014|||Kaas 30+ jong belegen met komijnzaad Jong belegen kaasplakken met komijn van 1 de Beste bieden een subtiele kruidige smaak. Ideaal voor op brood of bij een borrel. Bij Dirk geniet je van deze smaakmaker voor de scherpste prijs.||Bewaaradvies: gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit)|D|Non-Organic|83014_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/210337_1_443932_638706507536823354.png||||||||||||Ingrediënten: MELK, zout, 1,4% komijn-zaad, zuursel, microbieel stremsel.|
103111|dirk|2025-03-27|Old Amsterdam 35+ plakken|Old Amsterdam||115|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Old amsterdam 35+ plakken|2.85|2.85||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Old amsterdam 35+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/old%20amsterdam%2035%2b%20plakken/103111|||Kaas 35+||Gekoeld bewaren bij max. 7°C. Na opening beperkt houdbaar.||Bevat Melk(eiwit), Vrij van Lactose||Non-Organic|103111_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/185882_1_463075_638465250786960499.png||||||||||||Ingrediënten: MELK (gepasteuriseerd), zout, zuursel (bevat MELK), microbieel stremsel, conserveermiddel (E251). kleurstof (carotenen). Op natuurlijke wijze lactosevrij (<0,01%)|
107200|dirk|2025-03-27|Milner Jong 30+ plakken|Milner||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Milner jong 30+ plakken|2.79|2.79||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Milner jong 30+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/milner%20jong%2030%2b%20plakken/107200|||Jonge kaas 30+, plakken.||Ten minste houdbaar tot: Gekoeld bewaren (0-7°C).||Bevat Melk(eiwit)||Non-Organic|107200_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/204047_1_465829_638653845437128095.png||||||||||||Gepasteuriseerde MELK, zout, zuursel, microbieel stremsel, conserveermiddel: E251, kleurstof: bèta-caroteen|
107201|dirk|2025-03-27|Milner Jong belegen 30+ plakken|Milner||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Milner jong belegen 30+ plakken|2.99|2.99||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Milner jong belegen 30+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/milner%20jong%20belegen%2030%2b%20plakken/107201|||Jong belegen kaas 30+, plakken.||Ten minste houdbaar tot: Gekoeld bewaren (0-7°C).||Bevat Melk(eiwit)||Non-Organic|107201_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/189472_1_465830_638519676858937423.png||||||||||||Gepasteuriseerde MELK, zout, zuursel, microbieel stremsel, conserveermiddel: E251, kleurstof: bèta-caroteen|
107202|dirk|2025-03-27|Milner Belegen 30+ plakken|Milner||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Milner belegen 30+ plakken|3.15|3.15||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Milner belegen 30+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/milner%20belegen%2030%2b%20plakken/107202|||Belegen kaas 30+, plakken.||Ten minste houdbaar tot: Gekoeld bewaren (0-7°C).||Bevat Melk(eiwit)||Non-Organic|107202_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/189473_1_465831_638519682369392952.png||||||||||||Gepasteuriseerde MELK, zout, zuursel, microbieel stremsel, conserveermiddel: E251, kleurstof: bèta-caroteen|
107203|dirk|2025-03-27|Milner Extra belegen 30+ plakken|Milner||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Milner extra belegen 30+ plakken|3.25|3.25||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Milner extra belegen 30+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/milner%20extra%20belegen%2030%2b%20plakken/107203|||Extra belegen kaas 30+, plakken.||Ten minste houdbaar tot: Gekoeld bewaren (0-7°C).||Bevat Melk(eiwit)||Non-Organic|107203_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/189474_1_465832_638519676867819939.png||||||||||||Ingrediënten: Gepasteuriseerde MELK, zout, zuursel, microbieel stremsel, conserveermiddel: E251, kleurstof: bèta-caroteen|
107204|dirk|2025-03-27|Milner Komijn jong belegen 30+ plakken|Milner||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Milner komijn jong belegen 30+ plakken|3.15|3.15||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Milner komijn jong belegen 30+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/milner%20komijn%20jong%20belegen%2030%2b%20plakken/107204|||Komijn kaas 30+, plakken.||Ten minste houdbaar tot: Gekoeld bewaren (0-7°C).||Bevat Melk(eiwit)||Non-Organic|107204_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/204048_1_465833_638653845437073092.png||||||||||||Ingrediënten: Gepasteuriseerde MELK, zout, komijn, zuursel, microbieel stremsel, conserveermiddel: E251, kleurstof: bèta-caroteen|
115215|dirk|2025-03-27|Beemster Jong 30+ plakken|Beemster||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Beemster jong 30+ plakken|2.99|2.99||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Beemster jong 30+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/beemster%20jong%2030%2b%20plakken/115215|||Jong 30+ kaas||Koel bewaren (max 7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|115215_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/214908_1_475796_638774547828597029.png||||||||||||Ingrediënten: KOEMELK (gepasteuriseerd), zout, zuursel, vegetarisch stremsel, natuurlijke kleurstof annatto (E160b(ii)).|
115218|dirk|2025-03-27|Beemster Oud 30+ plakken|Beemster||150|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Beemster oud 30+ plakken|3.35|3.35||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Beemster oud 30+ plakken|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/beemster%20oud%2030%2b%20plakken/115218|||Oud 30+ kaas||Koel bewaren (max 7°C). Na openen beperkt houdbaar.||Bevat Melk(eiwit), Vrij van Lactose||Non-Organic|115218_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/213622_1_475799_638774547655360558.png||||||||||||Ingrediënten: KOEMELK (gepasteuriseerd), zout, zuursel, vegetarisch stremsel, natuurlijke kleurstof annatto (E160b(ii)). Op natuurlijke wijze lactosevrij (<0,1%).|
2833|dirk|2025-03-27|Old Amsterdam Kaas plakken 48+|Old Amsterdam||225|g|Home|Boodschappen|Zuivel & kaas|Kaas gesneden|Old amsterdam kaas plakken 48+|4.74|4.74||||||||||Home>Boodschappen>Zuivel & kaas>Kaas gesneden>Old amsterdam kaas plakken 48+|https://www.dirk.nl/boodschappen/zuivel-kaas/kaas-gesneden/old%20amsterdam%20kaas%20plakken%2048%2b/2833|||PLAKKEN Kaas 48+||Ten minste houdbaar tot: zie onder. Gekoeld bewaren bij max. 7°C. Na opening beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|2833_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/77021_1_222985_637885539053717629.png||||||||||||MELK (gepasteuriseerd), zout, zuursel (bevat MELK), microbieel stremsel, conserveermiddel (E251), kleurstof (carotenen)|
